s,N,a,ratio_neg,ratio_pos,,
0.336472237,2000,6,1.048497693,1.072859291,,
0.336472237,3000,6,1.020075501,1.050161535,,
0.336472237,5000,6,1.025621349,1.069025399,,
0.336472237,7000,6,1.026610782,1.050737033,,
0.336472237,10000,6,1.01698319,1.032318948,,
0.336472237,50000,6,1.015525188,1.05596423,,
0.336472237,100000,6,0.991506771,1.031320772,,
0.336472237,100,7,1.183650039,1.503821207,,
0.336472237,200,7,1.1458828,1.400890116,,
0.336472237,300,7,1.151026108,1.282361966,,
0.336472237,500,7,1.103218046,1.245253377,,
0.336472237,700,7,1.11607899,1.165068899,,
0.336472237,1000,7,1.107495731,1.221565771,,
0.336472237,2000,7,1.077922357,1.08562289,,
0.336472237,3000,7,1.037058811,1.073535736,,
0.336472237,5000,7,1.03881632,1.095563955,,
0.336472237,7000,7,1.043305292,1.060080957,,
0.336472237,10000,7,1.039918443,1.060789695,,
0.336472237,50000,7,1.008789883,1.059026909,,
0.336472237,100000,7,1.00134102,1.032712117,,
0.470003629,100,1,0.942179993,1.048149017,,
0.470003629,200,1,0.968384179,1.057575647,,
0.470003629,300,1,0.985474884,1.039165762,,
0.470003629,500,1,0.991388144,1.032251685,,
0.470003629,700,1,0.995472115,1.0778099,,
0.470003629,1000,1,0.994875911,1.036882396,,
0.470003629,2000,1,0.968556337,0.987256618,,
0.470003629,3000,1,1.012999786,0.998526334,,
0.470003629,5000,1,0.995873265,1.024688178,,
0.470003629,7000,1,0.998651102,0.973380076,,
0.470003629,10000,1,0.995347913,0.993213795,,
0.470003629,50000,1,1.011902537,0.990176787,,
0.470003629,100000,1,1.000715621,1.000538706,,
0.470003629,100,2,0.976402649,1.099032766,,
0.470003629,200,2,0.976280556,1.102154442,,
0.470003629,300,2,1.024671518,1.067307645,,
0.470003629,500,2,1.019062173,1.056158349,,
0.470003629,700,2,1.014361383,1.076819473,,
0.470003629,1000,2,1.009383209,1.054762373,,
0.470003629,2000,2,0.958763556,1.004984297,,
0.470003629,3000,2,1.024145877,1.003261459,,
0.470003629,5000,2,0.99357213,1.040875168,,
0.470003629,7000,2,0.997537067,0.993714611,,
0.470003629,10000,2,0.970026886,1.006533148,,
0.470003629,50000,2,1.015416155,0.981002004,,
0.470003629,100000,2,1.001452683,1.008113915,,
